country	detected	healed	deceased	date
Nordmazedonien	3	0	0	07.03.20
Dominikanische Republik	2	0	0	07.03.20
Luxemburg	2	0	0	07.03.20
Marokko	2	0	0	07.03.20
Martinique	2	0	0	07.03.20
Afghanistan	1	0	0	07.03.20
Andorra	1	0	0	07.03.20
Armenien	1	0	0	07.03.20
Bhutan	1	0	0	07.03.20
Costa Rica	1	0	0	07.03.20
Jordanien	1	0	0	07.03.20
Kambodscha	1	1	0	07.03.20
Kamerun	1	0	0	07.03.20
Kolumbien	1	0	0	07.03.20
Lettland	1	0	0	07.03.20
Liechtenstein	1	0	0	07.03.20
Litauen	1	0	0	07.03.20
Monaco	1	0	0	07.03.20
Nepal	1	1	0	07.03.20
Nigeria	1	0	0	07.03.20
Peru	1	0	0	07.03.20
Serbien	1	0	0	07.03.20
Slowakei	1	0	0	07.03.20
Sri Lanka	1	1	0	07.03.20
Südafrika	1	0	0	07.03.20
Togo	1	0	0	07.03.20
Tunesien	1	0	0	07.03.20
Ukraine	1	0	0	07.03.20
Vatikan	1	0	0	07.03.20
China	80823	57388	3100	08.03.20
Italien	7375	622	366	08.03.20
Südkorea	7314	118	50	08.03.20
Iran	6566	2134	194	08.03.20
Frankreich	1134	12	19	08.03.20
Deutschland	903	14	0	08.03.20
Kreuzfahrtschiffe und Sonstige	741	40	6	08.03.20
Spanien	673	30	17	08.03.20
Japan	502	76	6	08.03.20
USA	473	7	21	08.03.20
Schweiz	337	3	2	08.03.20
Großbritannien	274	18	3	08.03.20
Niederlande	265	0	3	08.03.20
Schweden	203	0	0	08.03.20
Belgien	200	1	0	08.03.20
Norwegen	176	0	0	08.03.20
Singapur	150	78	0	08.03.20
Österreich	104	0	0	08.03.20
Malaysia	99	24	0	08.03.20
Bahrain	85	4	0	08.03.20
Australien	76	21	3	08.03.20
Griechenland	73	0	0	08.03.20
Kanada	64	8	0	08.03.20
Kuwait	64	1	0	08.03.20
Israel	61	2	0	08.03.20
Irak	60	0	6	08.03.20
Island	50	0	0	08.03.20
Thailand	50	31	1	08.03.20
Ägypten	49	1	1	08.03.20
Taiwan	45	13	1	08.03.20
Vereinigte Arabische Emirate	45	7	0	08.03.20
Indien	39	3	0	08.03.20
Dänemark	37	1	0	08.03.20
San Marino	36	0	1	08.03.20
Libanon	32	1	0	08.03.20
Tschechien	31	0	0	08.03.20
Portugal	30	0	0	08.03.20
Vietnam	30	16	0	08.03.20
Finnland	23	1	0	08.03.20
Brasilien	20	0	0	08.03.20
Algerien	19	0	0	08.03.20
Irland	19	0	0	08.03.20
Russland	17	3	0	08.03.20
Oman	16	2	0	08.03.20
Slowenien	16	0	0	08.03.20
Katar	15	0	0	08.03.20
Rumänien	15	3	0	08.03.20
Ecuador	14	0	0	08.03.20
Georgien	13	0	0	08.03.20
Argentinien	12	0	1	08.03.20
Kroatien	12	0	0	08.03.20
Polen	11	0	0	08.03.20
Saudiarabien	11	0	0	08.03.20
Estland	10	0	0	08.03.20
Philippinen	10	1	1	08.03.20
Aserbaidschan	9	0	0	08.03.20
Chile	8	0	0	08.03.20
Mexiko	7	1	0	08.03.20
Ungarn	7	0	0	08.03.20
Belarus	6	0	0	08.03.20
Indonesien	6	0	0	08.03.20
Pakistan	6	1	0	08.03.20
Peru	6	0	0	08.03.20
Costa Rica	5	0	0	08.03.20
Dominikanische Republik	5	0	0	08.03.20
Neuseeland	5	0	0	08.03.20
Afghanistan	4	0	0	08.03.20
Bulgarien	4	0	0	08.03.20
Malediven	4	0	0	08.03.20
Senegal	4	1	0	08.03.20
Bangladesch	3	0	0	08.03.20
Bosnien und Herzegowina	3	0	0	08.03.20
Luxemburg	3	0	0	08.03.20
Malta	3	0	0	08.03.20
Nordmazedonien	3	0	0	08.03.20
Slowakei	3	0	0	08.03.20
Südafrika	3	0	0	08.03.20
Kambodscha	2	1	0	08.03.20
Kamerun	2	0	0	08.03.20
Lettland	2	0	0	08.03.20
Marokko	2	0	0	08.03.20
Martinique	2	0	0	08.03.20
Tunesien	2	0	0	08.03.20
Andorra	1	0	0	08.03.20
Armenien	1	0	0	08.03.20
Bhutan	1	0	0	08.03.20
Jordanien	1	0	0	08.03.20
Kolumbien	1	0	0	08.03.20
Liechtenstein	1	0	0	08.03.20
Litauen	1	0	0	08.03.20
Moldawien	1	0	0	08.03.20
Monaco	1	0	0	08.03.20
Nepal	1	1	0	08.03.20
Nigeria	1	0	0	08.03.20
Paraguay	1	0	0	08.03.20
Serbien	1	0	0	08.03.20
Sri Lanka	1	1	0	08.03.20
Togo	1	0	0	08.03.20
Ukraine	1	0	0	08.03.20
Vatikan	1	0	0	08.03.20
China	80860	58804	3123	09.03.20
Italien	9172	724	463	09.03.20
Südkorea	7478	118	53	09.03.20
Iran	7161	2394	237	09.03.20
Frankreich	1217	12	19	09.03.20
Deutschland	1139	14	0	09.03.20
Spanien	1073	32	28	09.03.20
Kreuzfahrtschiffe und Sonstige	741	40	6	09.03.20
USA	538	7	22	09.03.20
Japan	511	76	10	09.03.20
Schweiz	374	3	2	09.03.20
Großbritannien	322	18	4	09.03.20
Niederlande	321	0	3	09.03.20
Schweden	248	1	0	09.03.20
Belgien	239	1	0	09.03.20
Norwegen	205	1	0	09.03.20
Singapur	150	78	0	09.03.20
Österreich	131	2	0	09.03.20
Malaysia	117	24	0	09.03.20
Bahrain	95	14	0	09.03.20
Dänemark	92	1	0	09.03.20
Australien	91	21	3	09.03.20
Kanada	77	8	1	09.03.20
Griechenland	73	0	0	09.03.20
Kuwait	64	1	0	09.03.20
Israel	61	2	0	09.03.20
Irak	60	3	6	09.03.20
Island	58	0	0	09.03.20
Ägypten	55	1	1	09.03.20
Thailand	50	31	1	09.03.20
Taiwan	45	15	1	09.03.20
Vereinigte Arabische Emirate	45	7	0	09.03.20
Indien	43	3	0	09.03.20
San Marino	36	0	1	09.03.20
Libanon	32	1	0	09.03.20
Tschechien	31	0	0	09.03.20
Finnland	30	1	0	09.03.20
Portugal	30	0	0	09.03.20
Vietnam	30	16	0	09.03.20
Brasilien	25	0	0	09.03.20
Irland	21	0	0	09.03.20
Algerien	20	0	0	09.03.20
Philippinen	20	1	1	09.03.20
Indonesien	19	0	0	09.03.20
Katar	18	0	0	09.03.20
Russland	17	3	0	09.03.20
Oman	16	2	0	09.03.20
Polen	16	0	0	09.03.20
Slowenien	16	0	0	09.03.20
Ecuador	15	0	0	09.03.20
Georgien	15	0	0	09.03.20
Rumänien	15	3	0	09.03.20
Saudiarabien	15	0	0	09.03.20
Argentinien	12	0	1	09.03.20
Kroatien	12	0	0	09.03.20
Estland	10	0	0	09.03.20
Aserbaidschan	9	0	0	09.03.20
Costa Rica	9	0	0	09.03.20
Ungarn	9	0	0	09.03.20
Chile	8	0	0	09.03.20
Mexiko	7	1	0	09.03.20
Peru	7	0	0	09.03.20
Belarus	6	1	0	09.03.20
Lettland	6	0	0	09.03.20
Pakistan	6	1	0	09.03.20
Dominikanische Republik	5	0	0	09.03.20
Neuseeland	5	0	0	09.03.20
Afghanistan	4	0	0	09.03.20
Bulgarien	4	0	0	09.03.20
Malediven	4	0	0	09.03.20
Senegal	4	1	0	09.03.20
Bangladesch	3	0	0	09.03.20
Bosnien und Herzegowina	3	0	0	09.03.20
Luxemburg	3	0	0	09.03.20
Malta	3	0	0	09.03.20
Nordmazedonien	3	0	0	09.03.20
Slowakei	3	0	0	09.03.20
Südafrika	3	0	0	09.03.20
Albanien	2	0	0	09.03.20
Kambodscha	2	1	0	09.03.20
Kamerun	2	0	0	09.03.20
Marokko	2	0	0	09.03.20
Martinique	2	0	0	09.03.20
Nigeria	2	0	0	09.03.20
Tunesien	2	0	0	09.03.20
Zypern	2	0	0	09.03.20
Andorra	1	0	0	09.03.20
Armenien	1	0	0	09.03.20
Bhutan	1	0	0	09.03.20
Brunei	1	0	0	09.03.20
Jordanien	1	0	0	09.03.20
Kolumbien	1	0	0	09.03.20
Liechtenstein	1	0	0	09.03.20
Litauen	1	0	0	09.03.20
Moldawien	1	0	0	09.03.20
Monaco	1	0	0	09.03.20
Nepal	1	1	0	09.03.20
Paraguay	1	0	0	09.03.20
Serbien	1	0	0	09.03.20
Sri Lanka	1	1	0	09.03.20
Togo	1	0	0	09.03.20
Ukraine	1	0	0	09.03.20
Vatikan	1	0	0	09.03.20
China	80887	60181	3139	10.03.20
Italien	10149	724	631	10.03.20
Iran	8042	2731	291	10.03.20
Südkorea	7513	247	54	10.03.20
Frankreich	1792	12	33	10.03.20
Spanien	1695	32	35	10.03.20
Deutschland	1565	18	2	10.03.20
USA	913	8	28	10.03.20
Kreuzfahrtschiffe und Sonstige	742	40	6	10.03.20
Japan	581	101	10	10.03.20
Schweiz	491	3	3	10.03.20
Norwegen	400	1	0	10.03.20
Großbritannien	384	19	6	10.03.20
Niederlande	382	0	4	10.03.20
Schweden	355	1	0	10.03.20
Belgien	267	1	0	10.03.20
Dänemark	264	1	0	10.03.20
Österreich	182	4	0	10.03.20
Singapur	160	78	0	10.03.20
Malaysia	129	24	0	10.03.20
Bahrain	110	22	0	10.03.20
Australien	107	21	3	10.03.20
Griechenland	89	0	0	10.03.20
Israel	83	4	0	10.03.20
Kanada	79	8	1	10.03.20
Vereinigte Arabische Emirate	74	12	0	10.03.20
Irak	71	3	7	10.03.20
Island	69	1	0	10.03.20
Kuwait	69	1	0	10.03.20
Ägypten	59	1	1	10.03.20
Indien	56	4	0	10.03.20
Thailand	53	33	1	10.03.20
San Marino	51	0	2	10.03.20
Taiwan	47	17	1	10.03.20
Libanon	41	1	1	10.03.20
Portugal	41	0	0	10.03.20
Tschechien	41	0	0	10.03.20
Finnland	40	1	0	10.03.20
Irland	34	0	0	10.03.20
Philippinen	33	2	1	10.03.20
Brasilien	31	0	0	10.03.20
Slowenien	31	0	0	10.03.20
Vietnam	31	16	0	10.03.20
Indonesien	27	2	0	10.03.20
Rumänien	25	3	0	10.03.20
Katar	24	0	0	10.03.20
Polen	22	0	0	10.03.20
Algerien	20	0	0	10.03.20
Russland	20	3	0	10.03.20
Saudiarabien	20	1	0	10.03.20
Oman	18	9	0	10.03.20
Argentinien	17	0	1	10.03.20
Pakistan	16	1	0	10.03.20
Ecuador	15	0	0	10.03.20
Georgien	15	0	0	10.03.20
Kroatien	14	0	0	10.03.20
Chile	13	0	0	10.03.20
Estland	12	0	0	10.03.20
Aserbaidschan	11	0	0	10.03.20
Peru	11	0	0	10.03.20
Albanien	10	0	0	10.03.20
Belarus	9	3	0	10.03.20
Costa Rica	9	0	0	10.03.20
Ungarn	9	0	0	10.03.20
Lettland	8	1	0	10.03.20
Mexiko	7	4	0	10.03.20
Nordmazedonien	7	0	0	10.03.20
Slowakei	7	0	0	10.03.20
Südafrika	7	0	0	10.03.20
Malediven	6	0	0	10.03.20
Afghanistan	5	0	0	10.03.20
Bosnien und Herzegowina	5	0	0	10.03.20
Dominikanische Republik	5	0	0	10.03.20
Luxemburg	5	0	0	10.03.20
Malta	5	0	0	10.03.20
Neuseeland	5	0	0	10.03.20
Serbien	5	0	0	10.03.20
Tunesien	5	0	0	10.03.20
Bulgarien	4	0	0	10.03.20
Senegal	4	1	0	10.03.20
Bangladesch	3	0	0	10.03.20
Kolumbien	3	0	0	10.03.20
Marokko	3	0	1	10.03.20
Moldawien	3	0	0	10.03.20
Zypern	3	0	0	10.03.20
Kambodscha	2	1	0	10.03.20
Kamerun	2	0	0	10.03.20
Martinique	2	0	0	10.03.20
Nigeria	2	0	0	10.03.20
Andorra	1	0	0	10.03.20
Armenien	1	0	0	10.03.20
Bhutan	1	0	0	10.03.20
Brunei	1	0	0	10.03.20
Burkina Faso	1	0	0	10.03.20
Jordanien	1	0	0	10.03.20
Liechtenstein	1	0	0	10.03.20
Litauen	1	0	0	10.03.20
Monaco	1	0	0	10.03.20
Mongolei	1	0	0	10.03.20
Nepal	1	1	0	10.03.20
Panama	1	0	0	10.03.20
Paraguay	1	0	0	10.03.20
Sri Lanka	1	1	0	10.03.20
Togo	1	0	0	10.03.20
Ukraine	1	0	0	10.03.20
Vatikan	1	0	0	10.03.20
China	80921	61644	3161	11.03.20
Italien	12462	1045	827	11.03.20
Iran	9000	2959	354	11.03.20
Südkorea	7755	288	60	11.03.20
Frankreich	2290	12	48	11.03.20
Spanien	2277	183	54	11.03.20
Deutschland	1966	25	3	11.03.20
USA	1235	8	36	11.03.20
Kreuzfahrtschiffe und Sonstige	742	325	7	11.03.20
Schweiz	652	4	4	11.03.20
Japan	639	118	15	11.03.20
Norwegen	598	1	0	11.03.20
Niederlande	503	0	5	11.03.20
Schweden	500	1	1	11.03.20
Großbritannien	459	19	8	11.03.20
Dänemark	444	1	0	11.03.20
Belgien	314	1	3	11.03.20
Katar	262	0	0	11.03.20
Österreich	246	4	0	11.03.20
Bahrain	195	35	0	11.03.20
Singapur	178	96	0	11.03.20
Malaysia	149	26	0	11.03.20
Australien	128	21	3	11.03.20
Israel	109	4	0	11.03.20
Kanada	108	8	1	11.03.20
Griechenland	99	0	1	11.03.20
Tschechien	91	0	0	11.03.20
Island	85	1	0	11.03.20
Vereinigte Arabische Emirate	74	17	0	11.03.20
Kuwait	72	2	0	11.03.20
Irak	71	15	7	11.03.20
Indien	62	4	1	11.03.20
San Marino	62	0	2	11.03.20
Libanon	61	1	3	11.03.20
Ägypten	60	27	1	11.03.20
Finnland	59	1	0	11.03.20
Portugal	59	0	0	11.03.20
Thailand	59	34	1	11.03.20
Slowenien	57	0	0	11.03.20
Philippinen	49	2	1	11.03.20
Taiwan	48	17	1	11.03.20
Rumänien	45	6	0	11.03.20
Irland	43	0	1	11.03.20
Brasilien	38	0	0	11.03.20
Vietnam	38	16	0	11.03.20
Indonesien	34	2	1	11.03.20
Polen	31	0	0	11.03.20
Georgien	24	0	0	11.03.20
Chile	23	0	0	11.03.20
Saudiarabien	21	1	0	11.03.20
Algerien	20	0	0	11.03.20
Russland	20	3	0	11.03.20
Argentinien	19	0	1	11.03.20
Kroatien	19	0	0	11.03.20
Pakistan	19	2	0	11.03.20
Oman	18	9	0	11.03.20
Ecuador	17	0	0	11.03.20
Estland	16	0	0	11.03.20
Costa Rica	13	0	0	11.03.20
Südafrika	13	0	0	11.03.20
Ungarn	13	0	0	11.03.20
Albanien	12	0	1	11.03.20
Serbien	12	0	0	11.03.20
Aserbaidschan	11	3	0	11.03.20
Brunei	11	0	0	11.03.20
Peru	11	0	0	11.03.20
Lettland	10	1	0	11.03.20
Slowakei	10	0	0	11.03.20
Belarus	9	3	0	11.03.20
Kolumbien	9	0	0	11.03.20
Malediven	8	0	0	11.03.20
Mexiko	8	4	0	11.03.20
Panama	8	0	1	11.03.20
Afghanistan	7	0	0	11.03.20
Bosnien und Herzegowina	7	0	0	11.03.20
Bulgarien	7	0	1	11.03.20
Luxemburg	7	0	0	11.03.20
Nordmazedonien	7	0	0	11.03.20
Tunesien	7	0	0	11.03.20
Malta	6	0	0	11.03.20
Zypern	6	0	0	11.03.20
Dominikanische Republik	5	0	0	11.03.20
Marokko	5	0	1	11.03.20
Neuseeland	5	0	0	11.03.20
Paraguay	5	0	0	11.03.20
Senegal	4	1	0	11.03.20
Bangladesch	3	0	0	11.03.20
Kambodscha	3	1	0	11.03.20
Litauen	3	0	0	11.03.20
Martinique	3	0	0	11.03.20
Moldawien	3	0	0	11.03.20
Bolivien	2	0	0	11.03.20
Burkina Faso	2	0	0	11.03.20
Honduras	2	0	0	11.03.20
Kamerun	2	0	0	11.03.20
Nigeria	2	0	0	11.03.20
Sri Lanka	2	1	0	11.03.20
Andorra	1	0	0	11.03.20
Armenien	1	0	0	11.03.20
Bhutan	1	0	0	11.03.20
Demokratische Republik Kongo	1	0	0	11.03.20
Elfenbeinküste	1	0	0	11.03.20
Jamaica	1	0	0	11.03.20
Jordanien	1	0	0	11.03.20
Liechtenstein	1	0	0	11.03.20
Monaco	1	0	0	11.03.20
Mongolei	1	0	0	11.03.20
Nepal	1	1	0	11.03.20
Togo	1	0	0	11.03.20
Türkei	1	0	0	11.03.20
Ukraine	1	0	0	11.03.20
Vatikan	1	0	0	11.03.20
China	80932	62901	3172	12.03.20
Italien	12462	1045	827	12.03.20
Iran	10075	2959	429	12.03.20
Südkorea	7869	333	66	12.03.20
Deutschland	2745	25	6	12.03.20
Frankreich	2290	12	48	12.03.20
Spanien	2277	183	55	12.03.20
USA	1617	12	40	12.03.20
Kreuzfahrtschiffe und Sonstige	742	325	7	12.03.20
Norwegen	702	1	0	12.03.20
Schweiz	652	4	4	12.03.20
Japan	639	118	16	12.03.20
Dänemark	617	1	0	12.03.20
Schweden	599	1	1	12.03.20
Niederlande	503	0	5	12.03.20
Großbritannien	459	19	8	12.03.20
Belgien	314	1	3	12.03.20
Österreich	302	4	1	12.03.20
Katar	262	0	0	12.03.20
Bahrain	195	35	0	12.03.20
Singapur	178	96	0	12.03.20
Malaysia	149	26	0	12.03.20
Israel	131	4	0	12.03.20
Australien	128	21	3	12.03.20
Kanada	117	8	1	12.03.20
Island	103	1	0	12.03.20
Griechenland	99	0	1	12.03.20
Tschechien	94	0	0	12.03.20
Slowenien	89	0	0	12.03.20
Vereinigte Arabische Emirate	85	17	0	12.03.20
Kuwait	80	5	0	12.03.20
Indien	73	4	1	12.03.20
Irak	71	15	8	12.03.20
Thailand	70	34	1	12.03.20
San Marino	69	0	3	12.03.20
Ägypten	67	27	1	12.03.20
Libanon	61	1	3	12.03.20
Finnland	59	1	0	12.03.20
Portugal	59	0	0	12.03.20
Brasilien	52	0	0	12.03.20
Philippinen	52	2	2	12.03.20
Polen	49	0	1	12.03.20
Rumänien	49	6	0	12.03.20
Taiwan	49	20	1	12.03.20
Saudiarabien	45	1	0	12.03.20
Irland	43	0	1	12.03.20
Vietnam	39	16	0	12.03.20
Indonesien	34	2	1	12.03.20
Russland	28	3	0	12.03.20
Algerien	24	8	1	12.03.20
Georgien	24	0	0	12.03.20
Albanien	23	0	1	12.03.20
Chile	23	0	0	12.03.20
Costa Rica	22	0	0	12.03.20
Pakistan	20	2	0	12.03.20
Argentinien	19	0	1	12.03.20
Kroatien	19	0	0	12.03.20
Luxemburg	19	0	0	12.03.20
Serbien	19	0	0	12.03.20
Oman	18	9	0	12.03.20
Ecuador	17	0	0	12.03.20
Südafrika	17	0	0	12.03.20
Estland	16	0	0	12.03.20
Slowakei	16	0	0	12.03.20
Peru	15	0	0	12.03.20
Ungarn	13	0	0	12.03.20
Belarus	12	3	0	12.03.20
Mexiko	12	4	0	12.03.20
Aserbaidschan	11	3	0	12.03.20
Bosnien und Herzegowina	11	0	0	12.03.20
Brunei	11	0	0	12.03.20
Panama	11	0	1	12.03.20
Lettland	10	1	0	12.03.20
Kolumbien	9	0	0	12.03.20
Malediven	8	0	0	12.03.20
Afghanistan	7	0	0	12.03.20
Bulgarien	7	0	1	12.03.20
Nordmazedonien	7	0	0	12.03.20
Tunesien	7	0	0	12.03.20
Malta	6	0	0	12.03.20
Marokko	6	0	1	12.03.20
Zypern	6	0	0	12.03.20
Dominikanische Republik	5	0	0	12.03.20
Neuseeland	5	0	0	12.03.20
Paraguay	5	0	0	12.03.20
Armenien	4	0	0	12.03.20
Senegal	4	1	0	12.03.20
Bangladesch	3	0	0	12.03.20
Kambodscha	3	1	0	12.03.20
Kuba	3	0	0	12.03.20
Litauen	3	0	0	12.03.20
Martinique	3	0	0	12.03.20
Moldawien	3	0	0	12.03.20
Bolivien	2	0	0	12.03.20
Burkina Faso	2	0	0	12.03.20
Honduras	2	0	0	12.03.20
Jamaica	2	0	0	12.03.20
Kamerun	2	0	0	12.03.20
Monaco	2	0	0	12.03.20
Nigeria	2	0	0	12.03.20
Sri Lanka	2	1	0	12.03.20
Andorra	1	1	0	12.03.20
Bhutan	1	0	0	12.03.20
Demokratische Republik Kongo	1	0	0	12.03.20
Elfenbeinküste	1	0	0	12.03.20
Guyana	1	0	1	12.03.20
Jordanien	1	0	0	12.03.20
Liechtenstein	1	0	0	12.03.20
Mongolei	1	0	0	12.03.20
Nepal	1	1	0	12.03.20
Togo	1	0	0	12.03.20
Türkei	1	0	0	12.03.20
Ukraine	1	0	0	12.03.20
Vatikan	1	0	0	12.03.20
China	80945	64196	3180	13.03.20
Italien	17660	1439	1266	13.03.20
Iran	11364	2959	514	13.03.20
Südkorea	7979	510	66	13.03.20
Spanien	5232	193	133	13.03.20
Frankreich	3678	12	79	13.03.20
Deutschland	3675	46	8	13.03.20
USA	2133	12	47	13.03.20
Schweiz	1139	4	11	13.03.20
Norwegen	996	1	0	13.03.20
Schweden	814	1	1	13.03.20
Niederlande	806	0	10	13.03.20
Dänemark	804	1	0	13.03.20
Großbritannien	802	19	8	13.03.20
Kreuzfahrtschiffe und Sonstige	742	325	7	13.03.20
Japan	701	118	19	13.03.20
Belgien	559	1	3	13.03.20
Österreich	504	6	1	13.03.20
Katar	320	0	0	13.03.20
Australien	200	23	3	13.03.20
Singapur	200	97	0	13.03.20
Malaysia	197	26	0	13.03.20
Kanada	193	8	1	13.03.20
Griechenland	190	0	1	13.03.20
Bahrain	189	44	0	13.03.20
Israel	161	4	0	13.03.20
Finnland	155	1	0	13.03.20
Brasilien	151	0	0	13.03.20
Slowenien	141	0	0	13.03.20
Tschechien	141	0	0	13.03.20
Island	134	1	0	13.03.20
Portugal	112	1	0	13.03.20
Irak	101	24	9	13.03.20
Irland	90	0	1	13.03.20
Rumänien	89	7	0	13.03.20
Saudiarabien	86	1	0	13.03.20
Vereinigte Arabische Emirate	85	17	0	13.03.20
Indien	82	4	2	13.03.20
Ägypten	80	27	2	13.03.20
Kuwait	80	5	0	13.03.20
San Marino	80	0	5	13.03.20
Estland	79	0	0	13.03.20
Libanon	77	1	3	13.03.20
Thailand	75	35	1	13.03.20
Indonesien	69	2	4	13.03.20
Polen	68	0	2	13.03.20
Philippinen	64	2	5	13.03.20
Taiwan	50	20	1	13.03.20
Vietnam	47	16	0	13.03.20
Russland	45	3	0	13.03.20
Chile	43	0	0	13.03.20
Brunei	37	0	0	13.03.20
Serbien	35	0	0	13.03.20
Luxemburg	34	0	0	13.03.20
Albanien	33	0	1	13.03.20
Kroatien	32	1	0	13.03.20
Slowakei	32	0	0	13.03.20
Argentinien	31	0	2	13.03.20
Pakistan	28	2	0	13.03.20
Peru	28	0	0	13.03.20
Belarus	27	3	0	13.03.20
Panama	27	0	1	13.03.20
Algerien	26	8	2	13.03.20
Georgien	25	0	0	13.03.20
Südafrika	24	0	0	13.03.20
Bulgarien	23	0	1	13.03.20
Costa Rica	23	0	0	13.03.20
Oman	19	9	0	13.03.20
Ungarn	19	0	0	13.03.20
Ecuador	17	0	0	13.03.20
Lettland	17	1	0	13.03.20
Tunesien	16	0	0	13.03.20
Aserbaidschan	15	3	1	13.03.20
Nordmazedonien	14	1	0	13.03.20
Zypern	14	0	0	13.03.20
Bosnien und Herzegowina	13	0	0	13.03.20
Kolumbien	13	0	0	13.03.20
Malta	12	1	0	13.03.20
Mexiko	12	4	0	13.03.20
Senegal	10	1	0	13.03.20
Malediven	9	0	0	13.03.20
Armenien	8	0	0	13.03.20
Jamaica	8	0	0	13.03.20
Afghanistan	7	0	0	13.03.20
Marokko	7	1	1	13.03.20
Litauen	6	0	0	13.03.20
Moldawien	6	0	0	13.03.20
Paraguay	6	0	0	13.03.20
Sri Lanka	6	1	0	13.03.20
Dominikanische Republik	5	0	0	13.03.20
Kambodscha	5	1	0	13.03.20
Neuseeland	5	0	0	13.03.20
Türkei	5	0	0	13.03.20
Kasachstan	4	0	0	13.03.20
Kuba	4	0	0	13.03.20
Bangladesch	3	0	0	13.03.20
Bolivien	3	0	0	13.03.20
Martinique	3	0	0	13.03.20
Ukraine	3	0	1	13.03.20
Burkina Faso	2	0	0	13.03.20
Demokratische Republik Kongo	2	0	0	13.03.20
Honduras	2	0	0	13.03.20
Kamerun	2	0	0	13.03.20
Monaco	2	0	0	13.03.20
Nigeria	2	0	0	13.03.20
Andorra	1	0	0	13.03.20
Antigua und Barbuda	1	0	0	13.03.20
Äthiopien	1	0	0	13.03.20
Bhutan	1	0	0	13.03.20
Elfenbeinküste	1	0	0	13.03.20
Guinea	1	0	0	13.03.20
Guyana	1	0	1	13.03.20
Jordanien	1	1	0	13.03.20
Kenia	1	0	0	13.03.20
Liechtenstein	1	0	0	13.03.20
Mongolei	1	0	0	13.03.20
Nepal	1	1	0	13.03.20
Sudan	1	0	1	13.03.20
Togo	1	0	0	13.03.20
Vatikan	1	0	0	13.03.20
China	80977	65660	3193	14.03.20
Italien	21157	1966	1441	14.03.20
Iran	12729	2959	611	14.03.20
Südkorea	8086	510	72	14.03.20
Spanien	6391	517	195	14.03.20
Deutschland	4585	46	9	14.03.20
Frankreich	4487	12	91	14.03.20
USA	2681	12	54	14.03.20
Schweiz	1359	4	13	14.03.20
Großbritannien	1144	19	21	14.03.20
Norwegen	1090	1	3	14.03.20
Niederlande	962	2	12	14.03.20
Schweden	961	1	2	14.03.20
Dänemark	836	1	1	14.03.20
Japan	773	118	22	14.03.20
Kreuzfahrtschiffe und Sonstige	742	325	7	14.03.20
Belgien	689	1	4	14.03.20
Österreich	655	6	1	14.03.20
Katar	337	4	0	14.03.20
Australien	250	23	3	14.03.20
Malaysia	238	35	0	14.03.20
Griechenland	228	8	3	14.03.20
Finnland	225	1	0	14.03.20
Singapur	212	105	0	14.03.20
Bahrain	210	44	0	14.03.20
Kanada	198	8	1	14.03.20
Israel	193	4	0	14.03.20
Tschechien	189	0	0	14.03.20
Slowenien	181	0	1	14.03.20
Portugal	169	2	0	14.03.20
Island	156	1	0	14.03.20
Brasilien	151	0	0	14.03.20
Irland	129	0	2	14.03.20
Rumänien	123	9	0	14.03.20
Estland	115	0	0	14.03.20
Philippinen	111	2	8	14.03.20
Irak	110	26	10	14.03.20
Ägypten	109	27	2	14.03.20
Kuwait	104	5	0	14.03.20
Polen	103	0	3	14.03.20
Saudiarabien	103	1	0	14.03.20
Indien	102	4	2	14.03.20
Indonesien	96	8	5	14.03.20
Libanon	93	1	3	14.03.20
Vereinigte Arabische Emirate	85	17	0	14.03.20
Thailand	82	35	1	14.03.20
San Marino	80	4	5	14.03.20
Chile	61	0	0	14.03.20
Russland	59	8	0	14.03.20
Taiwan	53	20	1	14.03.20
Vietnam	53	16	0	14.03.20
Luxemburg	51	0	1	14.03.20
Serbien	46	0	0	14.03.20
Slowakei	44	0	0	14.03.20
Bulgarien	41	0	2	14.03.20
Brunei	40	0	0	14.03.20
Albanien	38	0	1	14.03.20
Kroatien	38	1	0	14.03.20
Peru	38	0	0	14.03.20
Südafrika	38	0	0	14.03.20
Algerien	37	12	3	14.03.20
Panama	36	0	1	14.03.20
Argentinien	34	1	2	14.03.20
Pakistan	31	2	0	14.03.20
Georgien	30	0	0	14.03.20
Ungarn	30	1	0	14.03.20
Ecuador	28	0	2	14.03.20
Belarus	27	3	0	14.03.20
Costa Rica	26	0	0	14.03.20
Lettland	26	1	0	14.03.20
Mexiko	26	4	0	14.03.20
Zypern	26	0	0	14.03.20
Kolumbien	22	0	0	14.03.20
Oman	19	9	0	14.03.20
Armenien	18	0	0	14.03.20
Bosnien und Herzegowina	18	0	0	14.03.20
Malta	18	1	0	14.03.20
Tunesien	18	0	0	14.03.20
Marokko	17	1	1	14.03.20
Aserbaidschan	15	3	1	14.03.20
Nordmazedonien	14	1	0	14.03.20
Moldawien	12	0	0	14.03.20
Afghanistan	11	0	0	14.03.20
Dominikanische Republik	11	0	0	14.03.20
Bolivien	10	0	0	14.03.20
Malediven	10	0	0	14.03.20
Senegal	10	1	0	14.03.20
Sri Lanka	10	1	0	14.03.20
Martinique	9	0	0	14.03.20
Jamaica	8	0	0	14.03.20
Litauen	8	0	0	14.03.20
Kambodscha	7	1	0	14.03.20
Kasachstan	6	0	0	14.03.20
